SalesOrderID	OrderDate	SalesOrderNumber	CustomerID
48793	30/11/2012	SO48793	29500
48794	30/11/2012	SO48794	29849
48795	30/11/2012	SO48795	16538
48796	30/11/2012	SO48796	15094
48797	30/11/2012	SO48797	14335
48798	30/11/2012	SO48798	23332
48799	30/11/2012	SO48799	26708
48800	30/11/2012	SO48800	15491
48801	30/11/2012	SO48801	15493
48802	30/11/2012	SO48802	24923
48803	1/12/2012	SO48803	19416
48804	1/12/2012	SO48804	12276
48805	1/12/2012	SO48805	19318
48806	1/12/2012	SO48806	20885
48807	1/12/2012	SO48807	20892
48808	1/12/2012	SO48808	16552
48809	1/12/2012	SO48809	23411
48810	1/12/2012	SO48810	23415
48811	1/12/2012	SO48811	15517
48812	1/12/2012	SO48812	13630
48813	1/12/2012	SO48813	13631
48814	1/12/2012	SO48814	13647
48815	2/12/2012	SO48815	17700
48816	2/12/2012	SO48816	12459
48817	2/12/2012	SO48817	26049
48818	2/12/2012	SO48818	15497
48819	2/12/2012	SO48819	13622
48820	2/12/2012	SO48820	13958
48821	2/12/2012	SO48821	23344
48822	3/12/2012	SO48822	17743
48823	3/12/2012	SO48823	16821
48824	3/12/2012	SO48824	23408
48825	3/12/2012	SO48825	23414
48826	3/12/2012	SO48826	23421
48827	3/12/2012	SO48827	26729
48828	3/12/2012	SO48828	23120
48829	3/12/2012	SO48829	23121
48830	4/12/2012	SO48830	17750
48831	4/12/2012	SO48831	20886
48832	4/12/2012	SO48832	23418
48833	4/12/2012	SO48833	23118
48834	4/12/2012	SO48834	26695
48835	4/12/2012	SO48835	21148
48836	4/12/2012	SO48836	13959
48837	5/12/2012	SO48837	23311
48838	5/12/2012	SO48838	23409
48839	6/12/2012	SO48839	16567
48840	6/12/2012	SO48840	17753
48841	6/12/2012	SO48841	17716
48842	6/12/2012	SO48842	12463
48843	6/12/2012	SO48843	15489
48844	6/12/2012	SO48844	15492
48845	6/12/2012	SO48845	13620
48846	6/12/2012	SO48846	13651
48847	6/12/2012	SO48847	14336
48848	7/12/2012	SO48848	19424
48849	7/12/2012	SO48849	28904
48850	7/12/2012	SO48850	29361
48851	7/12/2012	SO48851	26717
48852	7/12/2012	SO48852	15503
48853	7/12/2012	SO48853	15520
48854	7/12/2012	SO48854	13643
48855	7/12/2012	SO48855	13955
48856	7/12/2012	SO48856	13967
48857	7/12/2012	SO48857	26652
48858	8/12/2012	SO48858	15455
48859	8/12/2012	SO48859	16603
48860	8/12/2012	SO48860	13849
48861	8/12/2012	SO48861	26786
48862	8/12/2012	SO48862	26805
48863	8/12/2012	SO48863	26718
48864	8/12/2012	SO48864	13964
48865	8/12/2012	SO48865	24924
48866	8/12/2012	SO48866	13527
48867	9/12/2012	SO48867	15451
48868	9/12/2012	SO48868	19320
48869	9/12/2012	SO48869	23314
48870	9/12/2012	SO48870	23316
48871	9/12/2012	SO48871	20736
48872	9/12/2012	SO48872	15483
48873	9/12/2012	SO48873	15499
48874	9/12/2012	SO48874	13970
48875	9/12/2012	SO48875	24922
48876	9/12/2012	SO48876	26588
48877	9/12/2012	SO48877	26657
48878	10/12/2012	SO48878	17715
48879	10/12/2012	SO48879	12526
48880	10/12/2012	SO48880	13746
48881	10/12/2012	SO48881	23324
48882	10/12/2012	SO48882	26801
48883	10/12/2012	SO48883	13528
48884	10/12/2012	SO48884	24921
48885	11/12/2012	SO48885	17755
48886	11/12/2012	SO48886	12473
48887	11/12/2012	SO48887	26811
48888	11/12/2012	SO48888	15482
48889	11/12/2012	SO48889	26711
48890	11/12/2012	SO48890	13618
48891	11/12/2012	SO48891	13650
48892	12/12/2012	SO48892	17714
48893	12/12/2012	SO48893	17772
48894	12/12/2012	SO48894	19034
48895	12/12/2012	SO48895	19418
48896	12/12/2012	SO48896	17632
48897	12/12/2012	SO48897	16540
48898	12/12/2012	SO48898	13856
48899	12/12/2012	SO48899	23313
48900	12/12/2012	SO48900	26734
48901	12/12/2012	SO48901	13960
48902	12/12/2012	SO48902	13966
48903	12/12/2012	SO48903	26653
48904	13/12/2012	SO48904	12492
48905	13/12/2012	SO48905	26814
48906	13/12/2012	SO48906	26705
48907	13/12/2012	SO48907	26727
48908	13/12/2012	SO48908	13626
48909	13/12/2012	SO48909	13953
48910	14/12/2012	SO48910	16587
48911	14/12/2012	SO48911	20880
48912	14/12/2012	SO48912	20841
48913	14/12/2012	SO48913	23412
48914	14/12/2012	SO48914	26735
48915	14/12/2012	SO48915	15481
48916	14/12/2012	SO48916	13616
48917	14/12/2012	SO48917	13636
48918	14/12/2012	SO48918	13638
48919	14/12/2012	SO48919	26658
48920	15/12/2012	SO48920	12275
48921	15/12/2012	SO48921	12560
48922	15/12/2012	SO48922	15095
48923	15/12/2012	SO48923	14298
48924	15/12/2012	SO48924	26040
48925	15/12/2012	SO48925	15480
48926	15/12/2012	SO48926	23117
48927	15/12/2012	SO48927	26703
48928	15/12/2012	SO48928	15502
48929	15/12/2012	SO48929	13526
48930	15/12/2012	SO48930	15086
48931	16/12/2012	SO48931	19382
48932	16/12/2012	SO48932	14297
48933	16/12/2012	SO48933	26694
48934	16/12/2012	SO48934	26710
48935	16/12/2012	SO48935	15518
48936	16/12/2012	SO48936	13644
48937	16/12/2012	SO48937	13529
48938	17/12/2012	SO48938	17720
48939	17/12/2012	SO48939	15462
48940	17/12/2012	SO48940	20835
48941	17/12/2012	SO48941	26013
48942	17/12/2012	SO48942	26728
48943	17/12/2012	SO48943	13973
48944	17/12/2012	SO48944	25010
48945	18/12/2012	SO48945	17644
48946	18/12/2012	SO48946	26725
48947	18/12/2012	SO48947	13957
48948	18/12/2012	SO48948	13974
48949	18/12/2012	SO48949	26591
48950	19/12/2012	SO48950	12486
48951	19/12/2012	SO48951	29388
48952	19/12/2012	SO48952	15093
48953	19/12/2012	SO48953	23413
48954	19/12/2012	SO48954	26724
48955	19/12/2012	SO48955	13645
48956	19/12/2012	SO48956	13968
48957	20/12/2012	SO48957	20836
48958	20/12/2012	SO48958	23310
48959	20/12/2012	SO48959	23417
48960	20/12/2012	SO48960	26726
48961	20/12/2012	SO48961	13619
48962	20/12/2012	SO48962	13649
48963	20/12/2012	SO48963	25011
48964	21/12/2012	SO48964	16824
48965	21/12/2012	SO48965	19030
48966	21/12/2012	SO48966	17639
48967	21/12/2012	SO48967	14292
48968	21/12/2012	SO48968	13742
48969	21/12/2012	SO48969	23320
48970	21/12/2012	SO48970	26529
48971	21/12/2012	SO48971	13625
48972	21/12/2012	SO48972	13629
48973	21/12/2012	SO48973	26656
48974	22/12/2012	SO48974	17717
48975	22/12/2012	SO48975	17739
48976	22/12/2012	SO48976	12404
48977	22/12/2012	SO48977	20842
48978	22/12/2012	SO48978	14290
48979	22/12/2012	SO48979	13855
48980	22/12/2012	SO48980	23322
48981	22/12/2012	SO48981	23348
48982	22/12/2012	SO48982	15484
48983	22/12/2012	SO48983	15500
48984	22/12/2012	SO48984	13632
48985	22/12/2012	SO48985	13646
48986	22/12/2012	SO48986	26651
48987	22/12/2012	SO48987	26655
48988	23/12/2012	SO48988	16565
48989	23/12/2012	SO48989	29364
48990	23/12/2012	SO48990	12559
48991	23/12/2012	SO48991	12291
48992	23/12/2012	SO48992	13862
48993	23/12/2012	SO48993	23410
48994	23/12/2012	SO48994	15506
48995	24/12/2012	SO48995	28885
48996	24/12/2012	SO48996	14334
48997	24/12/2012	SO48997	13854
48998	24/12/2012	SO48998	26661
48999	25/12/2012	SO48999	15463
49000	25/12/2012	SO49000	12460
49001	25/12/2012	SO49001	29380
49002	25/12/2012	SO49002	23323
49003	25/12/2012	SO49003	23325
49004	25/12/2012	SO49004	23420
49005	25/12/2012	SO49005	26723
49006	25/12/2012	SO49006	13633
49007	25/12/2012	SO49007	13637
49008	25/12/2012	SO49008	26660
49009	26/12/2012	SO49009	20890
49010	26/12/2012	SO49010	23416
49011	26/12/2012	SO49011	26698
49012	27/12/2012	SO49012	16572
49013	27/12/2012	SO49013	13745
49014	27/12/2012	SO49014	23331
49015	27/12/2012	SO49015	13965
49016	27/12/2012	SO49016	13971
49017	28/12/2012	SO49017	17744
49018	28/12/2012	SO49018	17747
49019	28/12/2012	SO49019	17782
49020	28/12/2012	SO49020	19035
49021	28/12/2012	SO49021	13744
49022	28/12/2012	SO49022	23116
49023	28/12/2012	SO49023	26589
49024	28/12/2012	SO49024	26654
49025	29/12/2012	SO49025	19319
49026	29/12/2012	SO49026	16549
49027	29/12/2012	SO49027	15501
49028	29/12/2012	SO49028	13648
49029	29/12/2012	SO49029	25020
49030	29/12/2012	SO49030	23119
49031	30/12/2012	SO49031	29389
49032	30/12/2012	SO49032	15085
49033	30/12/2012	SO49033	13747
49034	30/12/2012	SO49034	23321
49035	30/12/2012	SO49035	23343
49036	30/12/2012	SO49036	26731
49037	30/12/2012	SO49037	20708
49038	30/12/2012	SO49038	21138
49039	31/12/2012	SO49039	29797
49040	31/12/2012	SO49040	29955
49041	31/12/2012	SO49041	29620
49042	31/12/2012	SO49042	30115
49043	31/12/2012	SO49043	29717
49044	31/12/2012	SO49044	30085
49045	31/12/2012	SO49045	29539
49046	31/12/2012	SO49046	30028
49047	31/12/2012	SO49047	29892
49048	31/12/2012	SO49048	29677
49049	31/12/2012	SO49049	29680
49050	31/12/2012	SO49050	29961
49051	31/12/2012	SO49051	29991
49052	31/12/2012	SO49052	30074
49053	31/12/2012	SO49053	29997
49054	31/12/2012	SO49054	29816
49055	31/12/2012	SO49055	29766
49056	31/12/2012	SO49056	29630
49057	31/12/2012	SO49057	29633
49058	31/12/2012	SO49058	29703
49059	31/12/2012	SO49059	29925
49060	31/12/2012	SO49060	29780
49061	31/12/2012	SO49061	29904
49062	31/12/2012	SO49062	30044
49063	31/12/2012	SO49063	29757
49064	31/12/2012	SO49064	29691
49065	31/12/2012	SO49065	29618
49066	31/12/2012	SO49066	29601
49067	31/12/2012	SO49067	30032
49068	31/12/2012	SO49068	30009
49069	31/12/2012	SO49069	29699
49070	31/12/2012	SO49070	29698
49071	31/12/2012	SO49071	29830
49072	31/12/2012	SO49072	29515
49073	31/12/2012	SO49073	29544
49074	31/12/2012	SO49074	29784
49075	31/12/2012	SO49075	29541
49076	31/12/2012	SO49076	29716
49077	31/12/2012	SO49077	29583
49078	31/12/2012	SO49078	29786
49079	31/12/2012	SO49079	30040
49080	31/12/2012	SO49080	29593
49081	31/12/2012	SO49081	30004
49082	31/12/2012	SO49082	30047
49083	31/12/2012	SO49083	29662
49084	31/12/2012	SO49084	29828
49085	31/12/2012	SO49085	30108
49086	31/12/2012	SO49086	30094
49087	31/12/2012	SO49087	30042
49088	31/12/2012	SO49088	29798
49089	31/12/2012	SO49089	29983
49090	31/12/2012	SO49090	29513
49091	31/12/2012	SO49091	29888
49092	31/12/2012	SO49092	29953
49093	31/12/2012	SO49093	30055
49094	31/12/2012	SO49094	29895
49095	31/12/2012	SO49095	29818
49096	31/12/2012	SO49096	29540
49097	31/12/2012	SO49097	29986
49098	31/12/2012	SO49098	29855
49099	31/12/2012	SO49099	30117
49100	31/12/2012	SO49100	29627
49101	31/12/2012	SO49101	30045
49102	31/12/2012	SO49102	29988
49103	31/12/2012	SO49103	29946
49104	31/12/2012	SO49104	29919
49105	31/12/2012	SO49105	30107
49106	31/12/2012	SO49106	29789
49107	31/12/2012	SO49107	29949
49108	31/12/2012	SO49108	29675
49109	31/12/2012	SO49109	29865
49110	31/12/2012	SO49110	29945
49111	31/12/2012	SO49111	29598
49112	31/12/2012	SO49112	29571
49113	31/12/2012	SO49113	29996
49114	31/12/2012	SO49114	29935
49115	31/12/2012	SO49115	29543
49116	31/12/2012	SO49116	30076
49117	31/12/2012	SO49117	30060
49118	31/12/2012	SO49118	30103
49119	31/12/2012	SO49119	29684
49120	31/12/2012	SO49120	29558
49121	31/12/2012	SO49121	30017
49122	31/12/2012	SO49122	30011
49123	31/12/2012	SO49123	29509
49124	31/12/2012	SO49124	29896
49125	31/12/2012	SO49125	29732
49126	31/12/2012	SO49126	30026
49127	31/12/2012	SO49127	29616
49128	31/12/2012	SO49128	29554
49129	31/12/2012	SO49129	29712
49130	31/12/2012	SO49130	29569
49131	31/12/2012	SO49131	29511
49132	31/12/2012	SO49132	29522
49133	31/12/2012	SO49133	29667
49134	31/12/2012	SO49134	29869
49135	31/12/2012	SO49135	29590
49136	31/12/2012	SO49136	30112
49137	31/12/2012	SO49137	30022
49138	31/12/2012	SO49138	29910
49139	31/12/2012	SO49139	29560
49140	31/12/2012	SO49140	29705
49141	31/12/2012	SO49141	30012
49142	31/12/2012	SO49142	29753
49143	31/12/2012	SO49143	29719
49144	31/12/2012	SO49144	29993
49145	31/12/2012	SO49145	29880
49146	31/12/2012	SO49146	29901
49147	31/12/2012	SO49147	29924
49148	31/12/2012	SO49148	29968
49149	31/12/2012	SO49149	29507
49150	31/12/2012	SO49150	29588
49151	31/12/2012	SO49151	29523
49152	31/12/2012	SO49152	29792
49153	31/12/2012	SO49153	29876
49154	31/12/2012	SO49154	29846
49155	31/12/2012	SO49155	30095
49156	31/12/2012	SO49156	29731
49157	31/12/2012	SO49157	29836
49158	31/12/2012	SO49158	29947
49159	31/12/2012	SO49159	29963
49160	31/12/2012	SO49160	29853
49161	31/12/2012	SO49161	29617
49162	31/12/2012	SO49162	29990
49163	31/12/2012	SO49163	29521
49164	31/12/2012	SO49164	29985
49165	31/12/2012	SO49165	30030
49166	31/12/2012	SO49166	29913
49167	31/12/2012	SO49167	29885
49168	31/12/2012	SO49168	29819
49169	31/12/2012	SO49169	29724
49170	31/12/2012	SO49170	29626
49171	31/12/2012	SO49171	13865
49172	31/12/2012	SO49172	13885
49173	31/12/2012	SO49173	14047
49174	31/12/2012	SO49174	14049
49175	31/12/2012	SO49175	23431
49176	31/12/2012	SO49176	27054
49177	31/12/2012	SO49177	27064
49178	31/12/2012	SO49178	14342
49179	31/12/2012	SO49179	14365
49180	31/12/2012	SO49180	26744
49181	1/1/2013	SO49181	17890
49182	1/1/2013	SO49182	16830
49183	1/1/2013	SO49183	16944
49184	1/1/2013	SO49184	14129
49185	1/1/2013	SO49185	14134
49186	1/1/2013	SO49186	23526
49187	1/1/2013	SO49187	23545
49188	1/1/2013	SO49188	26815
49189	1/1/2013	SO49189	15525
49190	1/1/2013	SO49190	25033
49191	2/1/2013	SO49191	19435
49192	2/1/2013	SO49192	19040
49193	2/1/2013	SO49193	29390
49194	2/1/2013	SO49194	20922
49195	2/1/2013	SO49195	20845
49196	2/1/2013	SO49196	12386
49197	2/1/2013	SO49197	29415
49198	2/1/2013	SO49198	26662
49199	2/1/2013	SO49199	26667
49200	3/1/2013	SO49200	17889
49201	3/1/2013	SO49201	17795
49202	3/1/2013	SO49202	17829
49203	3/1/2013	SO49203	19343
49204	3/1/2013	SO49204	14103
49205	3/1/2013	SO49205	14130
49206	3/1/2013	SO49206	23423
49207	3/1/2013	SO49207	23432
49208	3/1/2013	SO49208	23531
49209	3/1/2013	SO49209	23541
49210	3/1/2013	SO49210	21331
49211	3/1/2013	SO49211	27020
49212	3/1/2013	SO49212	14337
49213	3/1/2013	SO49213	25034
49214	3/1/2013	SO49214	23575
49215	3/1/2013	SO49215	15521
49216	3/1/2013	SO49216	26749
49217	4/1/2013	SO49217	15637
49218	4/1/2013	SO49218	26113
49219	4/1/2013	SO49219	12619
49220	4/1/2013	SO49220	14032
49221	4/1/2013	SO49221	23532
49222	4/1/2013	SO49222	27078
49223	4/1/2013	SO49223	27017
49224	4/1/2013	SO49224	27073
49225	5/1/2013	SO49225	17191
49226	5/1/2013	SO49226	17792
49227	5/1/2013	SO49227	13873
49228	5/1/2013	SO49228	29404
49229	5/1/2013	SO49229	12390
49230	5/1/2013	SO49230	21266
49231	5/1/2013	SO49231	27058
49232	5/1/2013	SO49232	15529
49233	5/1/2013	SO49233	15531
49234	5/1/2013	SO49234	15534
49235	5/1/2013	SO49235	15537
49236	5/1/2013	SO49236	25021
49237	5/1/2013	SO49237	25035
49238	5/1/2013	SO49238	23593
49239	6/1/2013	SO49239	14011
49240	6/1/2013	SO49240	14058
49241	6/1/2013	SO49241	14065
49242	6/1/2013	SO49242	23524
49243	6/1/2013	SO49243	27074
49244	6/1/2013	SO49244	21284
49245	6/1/2013	SO49245	25029
49246	6/1/2013	SO49246	23640
49247	7/1/2013	SO49247	17793
49248	7/1/2013	SO49248	17766
49249	7/1/2013	SO49249	17767
49250	7/1/2013	SO49250	19323
49251	7/1/2013	SO49251	13871
49252	7/1/2013	SO49252	12378
49253	7/1/2013	SO49253	14211
49254	7/1/2013	SO49254	14216
49255	7/1/2013	SO49255	15523
49256	7/1/2013	SO49256	13997
49257	7/1/2013	SO49257	26746
49258	8/1/2013	SO49258	17828
49259	8/1/2013	SO49259	29397
49260	8/1/2013	SO49260	12608
49261	8/1/2013	SO49261	12609
49262	8/1/2013	SO49262	19335
49263	8/1/2013	SO49263	20843
49264	8/1/2013	SO49264	14046
49265	8/1/2013	SO49265	14050
49266	8/1/2013	SO49266	14051
49267	8/1/2013	SO49267	14131
49268	8/1/2013	SO49268	27056
49269	9/1/2013	SO49269	13884
49270	9/1/2013	SO49270	29412
49271	9/1/2013	SO49271	12630
49272	9/1/2013	SO49272	14055
49273	9/1/2013	SO49273	21272
49274	9/1/2013	SO49274	21311
49275	9/1/2013	SO49275	23645
49276	10/1/2013	SO49276	17849
49277	10/1/2013	SO49277	12615
49278	10/1/2013	SO49278	14038
49279	10/1/2013	SO49279	14045
49280	11/1/2013	SO49280	17815
49281	11/1/2013	SO49281	19324
49282	11/1/2013	SO49282	14133
49283	11/1/2013	SO49283	14220
49284	11/1/2013	SO49284	23436
49285	11/1/2013	SO49285	27077
49286	11/1/2013	SO49286	27050
49287	11/1/2013	SO49287	14007
49288	11/1/2013	SO49288	13994
49289	11/1/2013	SO49289	26748
49290	12/1/2013	SO49290	16940
49291	12/1/2013	SO49291	19433
49292	12/1/2013	SO49292	19038
49293	12/1/2013	SO49293	12297
49294	12/1/2013	SO49294	13882
49295	12/1/2013	SO49295	12388
49296	12/1/2013	SO49296	14010
49297	12/1/2013	SO49297	14127
49298	12/1/2013	SO49298	14210
49299	12/1/2013	SO49299	23533
49300	12/1/2013	SO49300	14362
49301	13/1/2013	SO49301	15665
49302	13/1/2013	SO49302	15651
49303	13/1/2013	SO49303	17103
49304	13/1/2013	SO49304	19437
49305	13/1/2013	SO49305	13866
49306	13/1/2013	SO49306	13886
49307	13/1/2013	SO49307	14071
49308	13/1/2013	SO49308	14128
49309	13/1/2013	SO49309	14364
49310	13/1/2013	SO49310	15527
49311	13/1/2013	SO49311	26743
49312	14/1/2013	SO49312	17086
49313	14/1/2013	SO49313	14039
49314	14/1/2013	SO49314	14214
49315	14/1/2013	SO49315	14215
49316	14/1/2013	SO49316	23433
49317	14/1/2013	SO49317	14355
49318	14/1/2013	SO49318	27267
49319	14/1/2013	SO49319	25022
49320	14/1/2013	SO49320	23649
49321	14/1/2013	SO49321	27063
49322	14/1/2013	SO49322	26747
49323	15/1/2013	SO49323	12612
49324	15/1/2013	SO49324	12461
49325	15/1/2013	SO49325	14219
49326	15/1/2013	SO49326	21305
49327	16/1/2013	SO49327	17790
49328	16/1/2013	SO49328	17812
49329	16/1/2013	SO49329	17754
49330	16/1/2013	SO49330	12314
49331	16/1/2013	SO49331	12384
49332	16/1/2013	SO49332	14063
49333	16/1/2013	SO49333	14102
49334	16/1/2013	SO49334	14132
49335	16/1/2013	SO49335	23429
49336	16/1/2013	SO49336	23523
49337	16/1/2013	SO49337	27068
49338	16/1/2013	SO49338	23571
49339	17/1/2013	SO49339	17183
49340	17/1/2013	SO49340	15624
49341	17/1/2013	SO49341	17756
49342	17/1/2013	SO49342	12599
49343	17/1/2013	SO49343	14033
49344	17/1/2013	SO49344	14048
49345	17/1/2013	SO49345	14070
49346	17/1/2013	SO49346	14218
49347	17/1/2013	SO49347	23539
49348	17/1/2013	SO49348	23547
49349	17/1/2013	SO49349	27045
49350	17/1/2013	SO49350	15547
49351	17/1/2013	SO49351	26673
49352	18/1/2013	SO49352	17082
49353	18/1/2013	SO49353	20931
49354	18/1/2013	SO49354	13883
49355	18/1/2013	SO49355	14031
49356	18/1/2013	SO49356	23540
49357	18/1/2013	SO49357	23542
49358	18/1/2013	SO49358	27076
49359	18/1/2013	SO49359	14343
49360	18/1/2013	SO49360	27069
49361	18/1/2013	SO49361	15663
49362	19/1/2013	SO49362	12622
49363	19/1/2013	SO49363	14062
49364	19/1/2013	SO49364	23434
49365	19/1/2013	SO49365	23529
49366	19/1/2013	SO49366	23546
49367	19/1/2013	SO49367	27047
49368	19/1/2013	SO49368	15528
49369	19/1/2013	SO49369	15552
49370	19/1/2013	SO49370	23574
49371	19/1/2013	SO49371	26663
49372	20/1/2013	SO49372	15666
49373	20/1/2013	SO49373	17752
49374	20/1/2013	SO49374	20933
49375	20/1/2013	SO49375	12330
49376	20/1/2013	SO49376	14125
49377	20/1/2013	SO49377	23435
49378	20/1/2013	SO49378	27051
49379	20/1/2013	SO49379	27067
49380	20/1/2013	SO49380	15542
49381	20/1/2013	SO49381	15553
49382	20/1/2013	SO49382	25030
49383	20/1/2013	SO49383	25032
49384	20/1/2013	SO49384	29414
49385	21/1/2013	SO49385	17803
49386	21/1/2013	SO49386	17093
49387	21/1/2013	SO49387	17114
49388	21/1/2013	SO49388	12298
49389	21/1/2013	SO49389	20975
49390	21/1/2013	SO49390	19326
49391	21/1/2013	SO49391	13877
49392	21/1/2013	SO49392	14066
49393	21/1/2013	SO49393	23422
49394	21/1/2013	SO49394	23525
49395	21/1/2013	SO49395	23572
49396	22/1/2013	SO49396	23538
49397	22/1/2013	SO49397	15551
49398	22/1/2013	SO49398	26745
49399	23/1/2013	SO49399	15540
49400	23/1/2013	SO49400	17794
49401	23/1/2013	SO49401	17813
49402	23/1/2013	SO49402	12302
49403	23/1/2013	SO49403	12397
49404	23/1/2013	SO49404	23425
49405	23/1/2013	SO49405	21332
49406	23/1/2013	SO49406	27021
49407	23/1/2013	SO49407	14356
49408	23/1/2013	SO49408	15535
49409	23/1/2013	SO49409	13975
49410	24/1/2013	SO49410	17184
49411	24/1/2013	SO49411	15676
49412	24/1/2013	SO49412	16826
49413	24/1/2013	SO49413	17798
49414	24/1/2013	SO49414	17096
49415	24/1/2013	SO49415	17107
49416	24/1/2013	SO49416	20917
49417	24/1/2013	SO49417	12623
49418	24/1/2013	SO49418	14030
49419	24/1/2013	SO49419	23534
49420	24/1/2013	SO49420	14354
49421	24/1/2013	SO49421	23573
49422	24/1/2013	SO49422	23648
49423	24/1/2013	SO49423	26666
49424	24/1/2013	SO49424	26740
49425	25/1/2013	SO49425	15623
49426	25/1/2013	SO49426	20921
49427	25/1/2013	SO49427	19338
49428	25/1/2013	SO49428	13870
49429	25/1/2013	SO49429	14012
49430	25/1/2013	SO49430	15538
49431	25/1/2013	SO49431	15548
49432	26/1/2013	SO49432	17841
49433	26/1/2013	SO49433	23544
49434	26/1/2013	SO49434	14357
49435	27/1/2013	SO49435	17181
49436	27/1/2013	SO49436	20847
49437	27/1/2013	SO49437	19336
49438	27/1/2013	SO49438	14020
49439	27/1/2013	SO49439	14064
49440	27/1/2013	SO49440	14101
49441	27/1/2013	SO49441	27044
49442	27/1/2013	SO49442	15532
49443	28/1/2013	SO49443	29833
49444	28/1/2013	SO49444	30106
49445	28/1/2013	SO49445	29781
49446	28/1/2013	SO49446	29592
49447	28/1/2013	SO49447	29536
49448	28/1/2013	SO49448	30003
49449	28/1/2013	SO49449	29622
49450	28/1/2013	SO49450	30113
49451	28/1/2013	SO49451	30037
49452	28/1/2013	SO49452	29927
49453	28/1/2013	SO49453	29494
49454	28/1/2013	SO49454	29803
49455	28/1/2013	SO49455	29528
49456	28/1/2013	SO49456	29842
49457	28/1/2013	SO49457	30110
49458	28/1/2013	SO49458	29959
49459	28/1/2013	SO49459	29852
49460	28/1/2013	SO49460	29721
49461	28/1/2013	SO49461	30019
49462	28/1/2013	SO49462	29847
49463	28/1/2013	SO49463	29535
49464	28/1/2013	SO49464	29559
49465	28/1/2013	SO49465	29486
49466	28/1/2013	SO49466	29856
49467	28/1/2013	SO49467	29770
49468	28/1/2013	SO49468	29649
49469	28/1/2013	SO49469	29730
49470	28/1/2013	SO49470	29882
49471	28/1/2013	SO49471	30102
49472	28/1/2013	SO49472	29938
49473	28/1/2013	SO49473	29707
49474	28/1/2013	SO49474	29758
49475	28/1/2013	SO49475	29884
49476	28/1/2013	SO49476	29746
49477	28/1/2013	SO49477	29663
49478	28/1/2013	SO49478	29696
49479	28/1/2013	SO49479	29701
49480	28/1/2013	SO49480	29714
49481	28/1/2013	SO49481	29793
49482	28/1/2013	SO49482	30029
49483	28/1/2013	SO49483	29739
49484	28/1/2013	SO49484	29950
49485	28/1/2013	SO49485	29639
49486	28/1/2013	SO49486	29975
49487	28/1/2013	SO49487	29976
49488	28/1/2013	SO49488	30043
49489	28/1/2013	SO49489	29809
49490	28/1/2013	SO49490	29957
49491	28/1/2013	SO49491	29659
49492	28/1/2013	SO49492	29579
49493	28/1/2013	SO49493	29709
49494	28/1/2013	SO49494	30105
49495	28/1/2013	SO49495	29484
49496	28/1/2013	SO49496	30083
49497	28/1/2013	SO49497	29531
49498	28/1/2013	SO49498	29998
49499	28/1/2013	SO49499	30118
49500	28/1/2013	SO49500	29775
49501	28/1/2013	SO49501	29722
49502	28/1/2013	SO49502	29651
49503	28/1/2013	SO49503	29690
49504	28/1/2013	SO49504	30049
49505	28/1/2013	SO49505	29951
49506	28/1/2013	SO49506	29897
49507	28/1/2013	SO49507	29499
49508	28/1/2013	SO49508	29530
49509	28/1/2013	SO49509	29715
49510	28/1/2013	SO49510	29546
49511	28/1/2013	SO49511	29577
49512	28/1/2013	SO49512	29891
49513	28/1/2013	SO49513	29822
49514	28/1/2013	SO49514	29743
49515	28/1/2013	SO49515	30046
49516	28/1/2013	SO49516	29642
49517	28/1/2013	SO49517	30007
49518	28/1/2013	SO49518	29966
49519	28/1/2013	SO49519	29576
49520	28/1/2013	SO49520	29678
49521	28/1/2013	SO49521	30050
49522	28/1/2013	SO49522	29584
49523	28/1/2013	SO49523	29954
49524	28/1/2013	SO49524	29685
49525	28/1/2013	SO49525	29982
49526	28/1/2013	SO49526	29574
49527	28/1/2013	SO49527	29834
49528	28/1/2013	SO49528	29568
49529	28/1/2013	SO49529	29962
49530	28/1/2013	SO49530	29581
49531	28/1/2013	SO49531	29669
49532	28/1/2013	SO49532	29929
49533	28/1/2013	SO49533	29702
49534	28/1/2013	SO49534	29815
49535	28/1/2013	SO49535	29788
49536	28/1/2013	SO49536	29726
49537	28/1/2013	SO49537	29872
49538	28/1/2013	SO49538	29637
49539	28/1/2013	SO49539	29810
49540	28/1/2013	SO49540	29956
49541	28/1/2013	SO49541	29562
49542	28/1/2013	SO49542	29635
49543	28/1/2013	SO49543	29915
49544	28/1/2013	SO49544	29490
49545	28/1/2013	SO49545	29838
49546	28/1/2013	SO49546	29980
49547	28/1/2013	SO49547	29487
49548	28/1/2013	SO49548	29873
49549	28/1/2013	SO49549	19440
49550	28/1/2013	SO49550	19380
49551	28/1/2013	SO49551	21040
49552	28/1/2013	SO49552	12647
49553	28/1/2013	SO49553	14302
49554	28/1/2013	SO49554	15739
49555	28/1/2013	SO49555	25036
49556	28/1/2013	SO49556	26752
49557	28/1/2013	SO49557	26753
49558	29/1/2013	SO49558	19366
49559	29/1/2013	SO49559	26115
49560	29/1/2013	SO49560	13892
49561	29/1/2013	SO49561	14681
49562	29/1/2013	SO49562	14234
49563	29/1/2013	SO49563	27087
49564	29/1/2013	SO49564	26533
49565	29/1/2013	SO49565	21501
49566	29/1/2013	SO49566	15565
49567	29/1/2013	SO49567	12634
49568	29/1/2013	SO49568	24003
